Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Melatonina,30ml,20000,33500,Activo concentrado,activos-concentrados-melatonina,https://www.lidherma.com.ar/thumbnails/lidherma_ac_melatonina1_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Niacinamida,30ml,16500,28000,Activo concentrado,activos-concentrados-niacinamida,https://www.lidherma.com.ar/thumbnails/lidherma_ac_niacinamida_30ml1_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Resveratrol,30ml,20000,33500,Activo concentrado,activos-concentrados-resveratrol,https://www.lidherma.com.ar/thumbnails/lidherma_ac_resveratrol1_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Retinol,30ml,20000,33500,Activo concentrado,activos-concentrados-retinol,https://www.lidherma.com.ar/thumbnails/lidherma_ac_retinol1_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Silicio H,30ml,20000,34000,Activo concentrado,activos-concentrados-silicio-h,https://www.lidherma.com.ar/thumbnails/lidherma_ac_silicioh_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Tranexamico,30ml,16500,28000,Activo concentrado,activos-concentrados-tranexamico,https://www.lidherma.com.ar/thumbnails/lidherma_ac_tranexamico2_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Vitamina B12,30ml,20000,33500,Activo concentrado,activos-concentrados-vitamina-b12,https://www.lidherma.com.ar/thumbnails/lidherma_ac_vitamina_b121_310xauto.png
Activos Concentrados,Cuidado de la piel,Tratamiento intensivo,Vitamina C Complex,30ml,16500,28000,Activo concentrado,activos-concentrados-vitamina-c-complex,https://www.lidherma.com.ar/thumbnails/lidherma_ac_vitamina_c_complex1_310xauto.jpg
Aqua Shot,Cuidado de la piel,Hidratación,Body Cream,280g,14500,23500,Crema corporal,aqua-shot-body-cream,https://www.lidherma.com.ar/thumbnails/lidherma_aqua_shot_crema_corporal_hidratante1_310xauto.jpg
Aqua Shot,Cuidado de la piel,Hidratación,Face Cream,50g,16000,26000,Crema facial,aqua-shot-face-cream,https://www.lidherma.com.ar/thumbnails/lidherma_aqua_shot_face_cream1_310xauto.jpg
Aqua Shot,Cuidado de la piel,Exfoliación,Gel Scrub,100g,10000,16000,Exfoliante,aqua-shot-gel-scrub,https://www.lidherma.com.ar/thumbnails/aquashot_gel_scrub_nuevo_packaging1_310xauto.png
Aqua Shot,Cuidado de la piel,Limpieza,Micellar Water,190ml,13000,21000,Agua micelar,aqua-shot-micellar-water,https://www.lidherma.com.ar/thumbnails/lidherma_aqua_shot_locion_micelar_3_en_1_310xauto.jpg
Aqua Shot,Cuidado de la piel,Limpieza,Micellar Water,490ml,20000,30000,Agua micelar,aqua-shot-micellar-water-490ml,https://www.lidherma.com.ar/thumbnails/lidherma_aqua_shot_locion_micelar_3_en_1_310xauto.jpg
Biosmotic,Cuidado de la piel,Hidratación profunda,Water Booster,75g,15000,25000,Potenciador hidratante,biosmotic-water-booster,https://www.lidherma.com.ar/thumbnails/lidherma_biosmotic_water_booster1_310xauto.jpg
Biosmotic,Cuidado de la piel,Hidratación profunda,Water Cream,50g,23000,38000,Crema hidratante,biosmotic-water-cream,https://www.lidherma.com.ar/thumbnails/lidherma_biosmotic_water_cream1_310xauto.jpg
Biosmotic,Cuidado de la piel,Hidratación profunda,Water Drops,30g,23500,36000,Serum hidratante,biosmotic-water-drops,https://www.lidherma.com.ar/thumbnails/lidherma_biosmotic_water_drops1_310xauto.jpg
CB2 Power,Cuidado de la piel,Tratamiento anti-inflamatorio,Lotion,200ml,14000,22000,Loción tratamiento,cb2-power-lotion,https://www.lidherma.com.ar/thumbnails/lidherma_cb2_power_lotion1_310xauto.jpg
CB2 Power,Cuidado de la piel,Tratamiento anti-inflamatorio,Mask,150g,13000,20000,Mascarilla facial,cb2-power-mask,https://www.lidherma.com.ar/thumbnails/lidherma_cb2_power_mask1_310xauto.jpg
Cellactive,Cuidado de la piel,Anti-age,Anti Age Tecno Mask,22g,9500,15000,Mascarilla anti-edad,cellactive-anti-age-tecno-mask,https://www.lidherma.com.ar/thumbnails/cellactive_anti_age_tecno_mask_310xauto.jpg
Cellactive,Cuidado de la piel,Limpieza,Cleansing Gel,100g,13000,21000,Gel limpiador,cellactive-cleansing-gel,https://www.lidherma.com.ar/thumbnails/lidherma_cellactive_cleansing_gel1_310xauto.jpg
Cellactive,Cuidado de la piel,Hidratación,Hidro Cream,50g,18000,30500,Crema hidratante,cellactive-hidro-cream,https://www.lidherma.com.ar/thumbnails/lidherma_cellactive_hidro_cream1_310xauto.jpg
